EXIT_CANDIDATE ts=1767382500000000 label=plan_trust_holds candidate=0 side=SHORT entry=131.3503 close=131.6900 confirmation_score=0.5275 exit_decision_pressure=0.6258 plan_trust=0.5202 holding_stability=0.4076 intervention_fitness=0.4119 intervention_unfit_state=0.4535 exit_evidence=0.5841 current_r=-0.7940 target_expectation_context=expectation_break_observe tp_reachability=0.4173 expectation_break_pressure=0.6324 expectation_hold_support=0.4603 target_recovery_potential=0.5528 target_recovery_momentum=0.0362 target_recovery_confirmation=0.3148 break_to_recovery_delta=0.3012 expectation_break_persistence=0.4651 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767480600000000 label=plan_trust_holds candidate=0 side=LONG entry=132.7539 close=133.1500 confirmation_score=0.4415 exit_decision_pressure=0.5298 plan_trust=0.5655 holding_stability=0.5603 intervention_fitness=0.3476 intervention_unfit_state=0.4244 exit_evidence=0.4800 current_r=1.2307 target_expectation_context=target_watch tp_reachability=0.4946 expectation_break_pressure=0.4063 expectation_hold_support=0.5584 target_recovery_potential=0.6741 target_recovery_momentum=0.3388 target_recovery_confirmation=0.5096 break_to_recovery_delta=0.4893 expectation_break_persistence=0.2544 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767483000000000 label=plan_trust_holds candidate=0 side=LONG entry=132.7539 close=133.5000 confirmation_score=0.2990 exit_decision_pressure=0.3354 plan_trust=0.6729 holding_stability=0.7070 intervention_fitness=0.2141 intervention_unfit_state=0.3698 exit_evidence=0.2819 current_r=2.3181 target_expectation_context=target_expectation_holds tp_reachability=0.6373 expectation_break_pressure=0.2796 expectation_hold_support=0.6816 target_recovery_potential=0.7775 target_recovery_momentum=0.0000 target_recovery_confirmation=0.4117 break_to_recovery_delta=0.4194 expectation_break_persistence=0.1788 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767700500000000 label=plan_trust_holds candidate=0 side=LONG entry=139.4133 close=139.5000 confirmation_score=0.2106 exit_decision_pressure=0.1508 plan_trust=0.6684 holding_stability=0.6136 intervention_fitness=0.0959 intervention_unfit_state=0.3162 exit_evidence=0.1207 current_r=0.1962 target_expectation_context=target_expectation_holds tp_reachability=0.6503 expectation_break_pressure=0.1819 expectation_hold_support=0.6950 target_recovery_potential=0.3317 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3519 break_to_recovery_delta=0.4510 expectation_break_persistence=0.1377 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767703800000000 label=exit_candidate_observe candidate=1 side=LONG entry=139.4133 close=138.9900 confirmation_score=0.5653 exit_decision_pressure=0.6547 plan_trust=0.4599 holding_stability=0.3637 intervention_fitness=0.4298 intervention_unfit_state=0.5110 exit_evidence=0.6436 current_r=-0.9582 target_expectation_context=expectation_break_observe tp_reachability=0.3784 expectation_break_pressure=0.6728 expectation_hold_support=0.4057 target_recovery_potential=0.4315 target_recovery_momentum=0.0000 target_recovery_confirmation=0.2191 break_to_recovery_delta=0.2494 expectation_break_persistence=0.7988 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767782100000000 label=plan_trust_holds candidate=0 side=LONG entry=137.0519 close=137.5800 confirmation_score=0.3082 exit_decision_pressure=0.3394 plan_trust=0.6573 holding_stability=0.6868 intervention_fitness=0.2409 intervention_unfit_state=0.3542 exit_evidence=0.3130 current_r=1.5895 target_expectation_context=target_expectation_holds tp_reachability=0.6072 expectation_break_pressure=0.2726 expectation_hold_support=0.6465 target_recovery_potential=0.7370 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3880 break_to_recovery_delta=0.3933 expectation_break_persistence=0.1776 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767784500000000 label=plan_trust_holds candidate=0 side=LONG entry=137.0519 close=138.0400 confirmation_score=0.3698 exit_decision_pressure=0.4042 plan_trust=0.5903 holding_stability=0.6517 intervention_fitness=0.2976 intervention_unfit_state=0.4003 exit_evidence=0.4022 current_r=2.9740 target_expectation_context=target_expectation_holds tp_reachability=0.5826 expectation_break_pressure=0.3115 expectation_hold_support=0.6057 target_recovery_potential=0.6730 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3587 break_to_recovery_delta=0.3638 expectation_break_persistence=0.1908 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767786900000000 label=plan_trust_holds candidate=0 side=LONG entry=137.0519 close=137.9300 confirmation_score=0.3835 exit_decision_pressure=0.4496 plan_trust=0.6216 holding_stability=0.6523 intervention_fitness=0.3129 intervention_unfit_state=0.4115 exit_evidence=0.4272 current_r=2.6429 target_expectation_context=target_expectation_holds tp_reachability=0.5814 expectation_break_pressure=0.3320 expectation_hold_support=0.6204 target_recovery_potential=0.7103 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3733 break_to_recovery_delta=0.3760 expectation_break_persistence=0.2023 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767789300000000 label=plan_trust_holds candidate=0 side=LONG entry=137.0519 close=137.7900 confirmation_score=0.3946 exit_decision_pressure=0.4639 plan_trust=0.6018 holding_stability=0.6377 intervention_fitness=0.3079 intervention_unfit_state=0.4258 exit_evidence=0.4257 current_r=2.2215 target_expectation_context=target_expectation_holds tp_reachability=0.5695 expectation_break_pressure=0.3518 expectation_hold_support=0.5962 target_recovery_potential=0.6514 target_recovery_momentum=0.3132 target_recovery_confirmation=0.4955 break_to_recovery_delta=0.4850 expectation_break_persistence=0.2201 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767791700000000 label=plan_trust_holds candidate=0 side=LONG entry=137.0519 close=137.7200 confirmation_score=0.3945 exit_decision_pressure=0.4759 plan_trust=0.6200 holding_stability=0.6411 intervention_fitness=0.3090 intervention_unfit_state=0.4353 exit_evidence=0.4309 current_r=2.0109 target_expectation_context=target_expectation_holds tp_reachability=0.5685 expectation_break_pressure=0.3565 expectation_hold_support=0.6062 target_recovery_potential=0.7091 target_recovery_momentum=0.4427 target_recovery_confirmation=0.5674 break_to_recovery_delta=0.5447 expectation_break_persistence=0.2229 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767886500000000 label=plan_trust_holds candidate=0 side=LONG entry=134.4300 close=135.2200 confirmation_score=0.2114 exit_decision_pressure=0.1847 plan_trust=0.7078 holding_stability=0.6756 intervention_fitness=0.1203 intervention_unfit_state=0.3143 exit_evidence=0.1512 current_r=0.7423 target_expectation_context=target_expectation_holds tp_reachability=0.6945 expectation_break_pressure=0.1918 expectation_hold_support=0.7210 target_recovery_potential=0.7472 target_recovery_momentum=0.1484 target_recovery_confirmation=0.4918 break_to_recovery_delta=0.5107 expectation_break_persistence=0.1351 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768121700000000 label=plan_trust_holds candidate=0 side=LONG entry=136.3700 close=136.7600 confirmation_score=0.2320 exit_decision_pressure=0.1972 plan_trust=0.6445 holding_stability=0.6624 intervention_fitness=0.1285 intervention_unfit_state=0.3362 exit_evidence=0.1645 current_r=0.9954 target_expectation_context=target_expectation_holds tp_reachability=0.6254 expectation_break_pressure=0.2201 expectation_hold_support=0.6622 target_recovery_potential=0.7162 target_recovery_momentum=0.0097 target_recovery_confirmation=0.4022 break_to_recovery_delta=0.4190 expectation_break_persistence=0.1580 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768128600000000 label=plan_trust_holds candidate=0 side=LONG entry=136.3700 close=136.6500 confirmation_score=0.3421 exit_decision_pressure=0.3172 plan_trust=0.5521 holding_stability=0.5574 intervention_fitness=0.2127 intervention_unfit_state=0.4288 exit_evidence=0.2949 current_r=0.7146 target_expectation_context=target_watch tp_reachability=0.5284 expectation_break_pressure=0.3065 expectation_hold_support=0.5673 target_recovery_potential=0.5841 target_recovery_momentum=0.3647 target_recovery_confirmation=0.5073 break_to_recovery_delta=0.5068 expectation_break_persistence=0.2110 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768132500000000 label=plan_trust_holds candidate=0 side=LONG entry=136.3700 close=136.5800 confirmation_score=0.3736 exit_decision_pressure=0.3567 plan_trust=0.5237 holding_stability=0.5147 intervention_fitness=0.2341 intervention_unfit_state=0.4670 exit_evidence=0.3361 current_r=0.5360 target_expectation_context=target_watch tp_reachability=0.4926 expectation_break_pressure=0.3368 expectation_hold_support=0.5372 target_recovery_potential=0.5937 target_recovery_momentum=0.1756 target_recovery_confirmation=0.4173 break_to_recovery_delta=0.4165 expectation_break_persistence=0.2305 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768135500000000 label=plan_trust_holds candidate=0 side=LONG entry=136.3700 close=137.0900 confirmation_score=0.2338 exit_decision_pressure=0.2161 plan_trust=0.6736 holding_stability=0.7297 intervention_fitness=0.1315 intervention_unfit_state=0.3938 exit_evidence=0.1768 current_r=1.8377 target_expectation_context=target_expectation_holds tp_reachability=0.6663 expectation_break_pressure=0.2261 expectation_hold_support=0.6904 target_recovery_potential=0.7688 target_recovery_momentum=0.1359 target_recovery_confirmation=0.4671 break_to_recovery_delta=0.4731 expectation_break_persistence=0.1557 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768137900000000 label=plan_trust_holds candidate=0 side=LONG entry=136.3700 close=137.2400 confirmation_score=0.2061 exit_decision_pressure=0.1916 plan_trust=0.7263 holding_stability=0.7587 intervention_fitness=0.1169 intervention_unfit_state=0.3818 exit_evidence=0.1555 current_r=2.2205 target_expectation_context=target_expectation_holds tp_reachability=0.7260 expectation_break_pressure=0.1957 expectation_hold_support=0.7415 target_recovery_potential=0.7491 target_recovery_momentum=0.3516 target_recovery_confirmation=0.5753 break_to_recovery_delta=0.5878 expectation_break_persistence=0.1333 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768140300000000 label=plan_trust_holds candidate=0 side=LONG entry=136.3700 close=137.5300 confirmation_score=0.1936 exit_decision_pressure=0.1579 plan_trust=0.7067 holding_stability=0.7573 intervention_fitness=0.0950 intervention_unfit_state=0.3814 exit_evidence=0.1263 current_r=2.9607 target_expectation_context=target_expectation_holds tp_reachability=0.7503 expectation_break_pressure=0.1805 expectation_hold_support=0.7390 target_recovery_potential=0.7811 target_recovery_momentum=0.0971 target_recovery_confirmation=0.4652 break_to_recovery_delta=0.4798 expectation_break_persistence=0.1237 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768181100000000 label=plan_trust_holds candidate=0 side=LONG entry=140.9817 close=141.8700 confirmation_score=0.1787 exit_decision_pressure=0.1678 plan_trust=0.7732 holding_stability=0.7731 intervention_fitness=0.1084 intervention_unfit_state=0.3063 exit_evidence=0.1354 current_r=1.4900 target_expectation_context=target_expectation_holds tp_reachability=0.7802 expectation_break_pressure=0.1612 expectation_hold_support=0.7828 target_recovery_potential=0.7412 target_recovery_momentum=0.6158 target_recovery_confirmation=0.7090 break_to_recovery_delta=0.7193 expectation_break_persistence=0.1096 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768183500000000 label=plan_trust_holds candidate=0 side=LONG entry=140.9817 close=141.6200 confirmation_score=0.2448 exit_decision_pressure=0.2534 plan_trust=0.7288 holding_stability=0.6899 intervention_fitness=0.1597 intervention_unfit_state=0.3520 exit_evidence=0.2071 current_r=1.0707 target_expectation_context=target_expectation_holds tp_reachability=0.7176 expectation_break_pressure=0.2180 expectation_hold_support=0.7212 target_recovery_potential=0.7420 target_recovery_momentum=0.2806 target_recovery_confirmation=0.5466 break_to_recovery_delta=0.5533 expectation_break_persistence=0.1484 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768284000000000 label=plan_trust_holds candidate=0 side=LONG entry=139.8600 close=140.1200 confirmation_score=0.2783 exit_decision_pressure=0.2491 plan_trust=0.6392 holding_stability=0.5874 intervention_fitness=0.1517 intervention_unfit_state=0.3829 exit_evidence=0.2020 current_r=0.4097 target_expectation_context=target_expectation_holds tp_reachability=0.6304 expectation_break_pressure=0.2385 expectation_hold_support=0.6492 target_recovery_potential=0.6488 target_recovery_momentum=0.3794 target_recovery_confirmation=0.5614 break_to_recovery_delta=0.5663 expectation_break_persistence=0.1709 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
