timestamp;runtime_tick;sequence;from_tone;to_tone;transition_key;phase;reason;decision;open;high;low;close;volume;pre2_close;pre1_close;post1_close;post2_close;pre_ret;post_ret;window_ret;abs_window_ret;direction_flip;volume_ratio;range_pct;range_ratio;body_pct;serotonin_delta;glutamate_delta;cortisol_delta;gaba_delta;dopamine_delta;acetylcholine_delta;noradrenaline_delta;endorphin_delta;neurochemical_load_delta;neurochemical_support_delta;neurochemical_balance_delta;serotonin_carryover_risk_delta;emotional_decoupling_delta;reactive_nervous_drive_delta;field_pressure_delta;field_clarity_delta;field_observation_need_delta;field_replan_pressure_delta;field_action_support_delta;action_inhibition_delta;action_clearance_delta;serotonin_stability;glutamate_activation;cortisol_load;neurochemical_balance;serotonin_carryover_risk;emotional_decoupling;reactive_nervous_drive;field_pressure;field_clarity;action_inhibition;action_clearance;visual_action_uncertainty;variant_learning_pressure;structure_quality;context_confidence
1767387000000000;40;1;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;act_watch;plan_pressure_act_watch;SHORT;131.270000;131.330000;130.940000;130.940000;8871.176000;131.520000;131.270000;131.140000;131.280000;-0.004410;0.002597;-0.001825;0.001825;1;0.8354;0.002978;1.0336;-0.002520;-0.0132;0.1322;0.0278;0.1497;-0.0439;-0.0196;0.1158;-0.0058;0.0896;-0.0061;-0.0957;-0.0103;0.0321;0.0319;0.0118;-0.0022;0.1050;0.0636;-0.0714;0.1634;-0.1065;0.5538;0.6845;0.4448;-0.1209;0.2336;0.2182;0.4528;0.3399;0.2481;0.6218;0.4940;0.2579;0.2105;0.4995;0.5266
1767387300000000;41;2;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;hold;fused_score_too_low;WAIT;130.930000;131.350000;130.830000;131.140000;11843.637000;131.270000;130.940000;131.280000;131.230000;-0.000990;0.000686;-0.000305;0.000305;1;1.1581;0.003965;1.4009;0.001601;-0.0134;-0.6082;-0.1530;-0.0974;-0.0380;-0.0220;-0.3766;-0.0507;-0.2527;-0.0381;0.2147;-0.0007;-0.0595;-0.2497;-0.3399;-0.1481;-0.1673;-0.0937;-0.0616;-0.0653;0.0419;0.5405;0.0763;0.2918;0.0938;0.2329;0.1587;0.2031;0.0000;0.1000;0.5564;0.5360;0.3367;0.2133;0.4166;0.4242
1767390600000000;52;3;serotonin_stability;gaba_inhibition;serotonin_stability->gaba_inhibition;observe;zero_point_regulation;WAIT;131.810000;132.160000;131.720000;131.920000;11601.583000;131.760000;131.810000;131.920000;132.750000;0.001214;0.006292;0.007514;0.007514;0;1.5783;0.003335;1.4110;0.000834;-0.0450;-0.3011;0.0605;0.1683;-0.1388;-0.1584;-0.1485;0.0794;-0.0091;-0.0386;-0.0294;-0.0187;0.0048;-0.1961;-0.2908;-0.0329;-0.1669;-0.2396;-0.0029;0.2248;-0.2085;0.5089;0.1711;0.4674;-0.0488;0.2291;0.1863;0.2027;0.0000;0.1000;0.7235;0.3962;0.4357;0.2975;0.5929;0.6370
1767390900000000;53;4;gaba_inhibition;serotonin_stability;gaba_inhibition->serotonin_stability;observe;zero_point_regulation;WAIT;131.920000;131.990000;131.760000;131.920000;6855.491000;131.810000;131.920000;132.750000;132.890000;0.000835;0.007353;0.008194;0.008194;0;0.9276;0.001743;0.7402;0.000000;0.0348;0.1193;-0.0721;-0.1955;0.0948;0.1186;-0.0070;-0.0295;-0.0594;0.0294;0.0887;0.0285;-0.0239;0.1065;0.0000;0.0000;-0.0958;-0.0602;0.0023;-0.2660;0.1691;0.5436;0.2903;0.3953;0.0400;0.2576;0.1625;0.3092;0.0000;0.1000;0.4575;0.5652;0.2835;0.2062;0.5929;0.6370
1767391200000000;54;5;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;act;plan_allowed;LONG;131.930000;132.850000;131.900000;132.750000;21992.723000;131.920000;131.920000;132.890000;132.430000;0.006292;-0.002411;0.003866;0.003866;1;2.9780;0.007156;3.0631;0.006177;0.0153;0.3532;0.0227;0.0266;0.0447;0.0523;0.3310;0.0410;0.1320;0.0418;-0.0902;-0.0289;0.0592;0.1597;0.3253;0.1561;0.0692;0.0460;0.1322;0.0727;0.0367;0.5590;0.6435;0.4179;-0.0502;0.2287;0.2217;0.4689;0.3253;0.2561;0.5303;0.6019;0.2262;0.1919;0.6888;0.7572
1767391500000000;55;6;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;observe;zero_point_regulation;WAIT;132.760000;133.250000;132.600000;132.890000;54191.332000;131.920000;132.750000;132.430000;132.670000;0.007353;-0.001656;0.005685;0.005685;1;7.0607;0.004891;2.0273;0.000978;-0.0416;-0.4804;0.0287;0.1502;-0.1333;-0.0478;-0.3292;0.0001;-0.0880;-0.0428;0.0453;0.0145;-0.0261;-0.2585;-0.3253;-0.1561;0.0191;0.0095;-0.1333;0.1490;-0.1643;0.5174;0.1631;0.4466;-0.0050;0.2432;0.1955;0.2104;0.0000;0.1000;0.6793;0.4377;0.3524;0.2476;0.6151;0.6659
1767401700000000;89;7;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;act_watch;plan_pressure_act_watch;SHORT;132.800000;132.800000;132.520000;132.530000;4879.508000;132.750000;132.800000;132.590000;132.590000;-0.001657;0.000453;-0.001205;0.001205;1;0.6837;0.002113;0.9900;-0.002037;-0.0082;0.3700;0.0665;0.0379;-0.0855;-0.0079;0.2873;-0.0272;0.1479;-0.0160;-0.1639;-0.0188;-0.0018;0.1250;0.3144;0.1597;0.0840;0.0454;0.1226;0.1337;-0.0450;0.5404;0.5601;0.4124;-0.0648;0.2353;0.1822;0.4017;0.3144;0.2597;0.5367;0.5647;0.2189;0.1625;0.4014;0.4227
1767402000000000;90;8;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;observe;zero_point_regulation;WAIT;132.530000;132.650000;132.360000;132.590000;4509.099000;132.800000;132.530000;132.590000;132.890000;-0.001581;0.002263;0.000678;0.000678;1;0.6449;0.002187;1.0438;0.000453;-0.0201;-0.4068;0.0060;0.0986;-0.0075;-0.0631;-0.2662;-0.0577;-0.0868;-0.0338;0.0530;0.0082;-0.0209;-0.1801;-0.3144;-0.1597;0.0120;0.0151;-0.1261;0.0784;-0.0746;0.5203;0.1534;0.4184;-0.0118;0.2436;0.1613;0.2215;0.0000;0.1000;0.6151;0.4901;0.3459;0.2077;0.4014;0.4226
1767405600000000;102;9;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;act;plan_allowed;SHORT;132.640000;132.640000;132.060000;132.140000;34351.688000;132.580000;132.640000;132.140000;132.300000;-0.003319;0.001211;-0.002112;0.002112;1;5.0885;0.004389;2.1104;-0.003784;0.0289;0.5264;0.0377;0.0029;0.0653;0.0473;0.4042;0.1024;0.1735;0.0591;-0.1144;-0.0163;0.0753;0.2409;0.3110;0.1569;0.0629;0.0397;0.1470;-0.0407;0.0456;0.5553;0.5724;0.4152;-0.0401;0.2131;0.2409;0.4251;0.3110;0.2569;0.5149;0.5974;0.1893;0.1790;0.6459;0.6916
1767407400000000;108;10;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;observe;zero_point_regulation;SHORT;132.780000;132.900000;132.680000;132.760000;2937.329000;132.710000;132.770000;132.850000;132.820000;0.000377;0.000452;0.000829;0.000829;0;0.4955;0.001657;0.8729;-0.000151;-0.0393;-0.3374;0.0103;0.0637;-0.0730;-0.0498;-0.2921;0.0257;-0.0869;-0.0307;0.0562;0.0346;-0.0714;-0.1622;-0.3110;-0.1569;-0.0025;-0.0008;-0.1471;0.0448;-0.0879;0.5160;0.2350;0.4255;0.0161;0.2477;0.1695;0.2628;0.0000;0.1000;0.5597;0.5094;0.2987;0.1948;0.4929;0.5024
