timestamp;runtime_tick;sequence;phase;reason;decision;field_label;field_focus;field_clarity;field_stability;field_fragmentation;field_strain;field_pressure;field_support;field_observation_need;field_replan_pressure;field_action_support;action_clearance;action_inhibition;regulated_courage;decision_strength;state_maturity;decision_readiness;processing_load;processing_tension;felt_pressure;felt_stability;thought_pressure;thought_support;context_cluster_id;inner_context_cluster_id
1767375300000000;0;1;hold;maturity_block;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1537;0.1747;0.0247;0.6236;0.1882;0.7025;0.4055;0.7215;0.7006;0.1145;0.1675;0.1694;1.0000;0.0847;0.7189;ctx_17;inner_ctx_4
1767375600000000;1;2;observe;structure_bearing_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1383;0.1660;0.0367;0.6904;0.1552;0.7267;0.3562;0.7503;0.7467;0.0692;0.1319;0.1837;1.0000;0.0893;0.8467;ctx_53;inner_ctx_4
1767375900000000;2;3;observe;structure_bearing_observe;SHORT;active_perception_field;0.0000;0.2648;0.0000;0.0000;0.0000;0.3014;0.3549;0.2409;0.2212;0.2067;0.6553;0.2815;0.7120;1.3164;0.7118;0.6673;0.4866;0.4614;0.3048;1.0000;0.1455;0.9292;ctx_9;inner_ctx_4
1767376200000000;3;4;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1446;0.1701;0.0354;0.7365;0.1934;0.7400;0.4575;0.7883;0.7769;0.2390;0.2419;0.2472;1.0000;0.1044;0.9913;ctx_3;inner_ctx_7
1767376500000000;4;5;act;plan_allowed;LONG;fragmented_perception_field;0.0000;0.1524;0.0000;0.0000;0.0000;0.2455;0.0321;0.4032;0.4503;0.0215;0.7650;0.2266;0.7550;1.1264;0.8667;0.8247;0.2095;0.2293;0.2886;1.0000;0.1437;1.0000;ctx_3;inner_ctx_4
1767379200000000;13;6;hold;pause_mode;SHORT;active_perception_field;0.0000;0.2653;0.0000;0.0000;0.0000;0.2994;0.3550;0.2290;0.2107;0.2243;0.7206;0.2530;0.6829;0.7107;0.8164;0.7434;0.4936;0.4240;0.2504;1.0000;0.1825;1.0000;-;inner_ctx_10
1767379500000000;14;7;observe;zero_point_regulation;SHORT;active_perception_field;0.0000;0.2505;0.0000;0.0000;0.0000;0.3393;0.3396;0.2644;0.2404;0.1877;0.6619;0.3270;0.6499;0.9334;0.7359;0.6598;0.7672;0.6862;0.3529;1.0000;0.1212;1.0000;ctx_9;inner_ctx_7
1767379800000000;15;8;hold;pause_mode;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1544;0.1758;0.0208;0.6349;0.3328;0.6408;-0.3417;0.6863;0.6154;0.6694;0.5838;0.2622;1.0000;0.0668;1.0000;-;inner_ctx_7
1767380400000000;17;10;hold;pause_mode;SHORT;active_perception_field;0.0000;0.2534;0.0000;0.0000;0.0000;0.3144;0.3373;0.2503;0.2289;0.1934;0.7075;0.2754;0.7127;0.6276;0.7762;0.7086;0.6371;0.4994;0.2869;1.0000;0.1381;1.0000;ctx_17;inner_ctx_4
1767380700000000;18;11;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1415;0.1661;0.0515;0.8118;0.1762;0.7786;-0.0920;0.9020;0.8421;0.3470;0.3117;0.2582;1.0000;0.0951;1.0000;ctx_6;inner_ctx_7
